winrate,opening_kills,multikills,5v4,4v5,trades,grenades_damage,flash_assists
50.8,48.2,0.8,76.0,27.4,18.6,25.9,0.21
50.2,50.7,0.8,68.1,31.9,19.6,26.8,0.2
47.8,47.2,0.76,65.9,31.6,19.8,22.9,0.19
48.8,51.3,0.79,71.1,25.5,19.8,30.5,0.23
47.3,52.4,0.76,68.5,23.7,18.7,31.5,0.14
49.3,47.8,0.82,71.6,28.6,18.4,23.6,0.2
49.0,51.6,0.75,68.4,28.4,20.0,20.0,0.26
48.8,48.5,0.76,72.5,26.3,19.0,20.4,0.18
46.7,51.3,0.77,70.9,21.1,20.2,24.8,0.2
46.1,48.9,0.79,71.0,22.3,19.4,22.9,0.24
47.9,49.2,0.76,71.7,25.1,20.9,19.3,0.26
45.0,44.0,0.75,67.9,26.9,19.5,22.7,0.21
49.0,45.3,0.76,70.5,31.1,18.8,22.2,0.19
48.0,46.2,0.77,74.7,25.2,20.3,22.1,0.2
46.3,48.0,0.76,67.5,26.6,19.1,24.3,0.22
48.5,47.2,0.75,69.2,30.0,21.8,32.9,0.27
47.5,47.3,0.78,68.1,29.2,18.7,23.1,0.24
47.1,49.3,0.73,68.0,26.9,18.0,24.1,0.17
45.1,48.2,0.79,67.9,23.8,18.2,23.2,0.16
44.3,48.5,0.72,67.0,23.0,16.3,18.9,0.16
44.6,43.9,0.71,72.1,23.1,16.8,18.6,0.21
58.6,55.8,0.88,75.7,37.1,22.3,27.8,0.16
55.3,55.0,0.88,73.7,32.7,22.3,26.0,0.28
54.1,56.9,0.88,71.7,31.1,23.4,22.9,0.22
55.7,53.7,0.89,76.7,31.2,22.0,23.6,0.25
56.9,54.9,0.85,76.2,33.7,19.6,19.6,0.19
57.7,52.3,0.82,77.3,36.2,22.3,25.2,0.2
56.0,54.1,0.88,77.5,30.6,21.4,31.1,0.25
58.7,50.4,0.83,78.3,38.6,21.4,26.8,0.24
55.7,53.0,0.88,76.0,32.8,19.1,21.7,0.23
52.3,51.8,0.82,73.7,29.3,20.6,16.9,0.23
54.7,52.5,0.83,75.6,31.7,20.9,30.8,0.23
53.9,50.6,0.83,75.8,31.7,20.7,27.6,0.25
54.0,51.1,0.86,76.5,30.6,21.4,23.4,0.22
54.2,49.9,0.84,77.2,31.3,20.1,24.5,0.21
51.5,53.6,0.75,72.8,27.0,20.4,26.2,0.22
52.9,50.8,0.83,75.6,29.5,21.6,19.9,0.18
54.0,51.7,0.81,76.9,29.6,19.8,25.4,0.25
52.4,50.4,0.81,74.3,30.3,20.8,17.5,0.22
53.1,52.9,0.77,74.5,29.0,22.0,25.1,0.32
52.9,54.5,0.8,71.5,30.8,22.2,24.8,0.25
51.4,51.3,0.81,73.0,28.2,19.9,25.1,0.23
51.0,49.9,0.79,73.0,29.2,19.7,23.9,0.22
52.3,53.2,0.8,70.7,31.2,20.2,19.7,0.21
50.6,50.1,0.8,71.1,30.0,18.9,21.7,0.21
49.7,49.1,0.82,73.8,26.4,20.1,26.5,0.28
49.8,50.2,0.77,71.6,27.8,20.5,31.6,0.19
50.2,51.0,0.79,72.9,26.8,18.9,24.1,0.21
51.7,52.8,0.8,72.5,28.3,19.3,27.1,0.31
51.2,52.8,0.74,68.4,31.8,19.7,25.4,0.27
49.8,48.4,0.81,69.8,31.0,20.1,24.7,0.27
51.1,51.8,0.82,71.4,29.2,17.5,23.0,0.18
53.2,51.7,0.77,71.1,33.7,21.7,30.0,0.21
48.8,44.5,0.79,74.5,28.2,20.8,19.3,0.15
48.4,48.2,0.78,69.1,28.8,20.7,26.7,0.26
51.5,49.9,0.8,75.0,28.0,21.2,19.9,0.13
52.4,48.8,0.75,73.2,32.6,21.5,19.7,0.23
51.9,50.2,0.78,75.9,27.6,19.7,33.5,0.29
48.6,49.7,0.76,73.6,23.9,17.9,23.3,0.2
50.7,46.6,0.78,75.7,28.9,20.9,18.8,0.21
49.8,50.4,0.76,69.8,29.3,21.5,35.9,0.28
50.0,49.5,0.78,73.6,26.7,19.8,21.5,0.19
48.2,50.1,0.77,68.8,27.6,19.8,24.3,0.25
49.2,49.2,0.79,72.3,27.1,19.0,21.1,0.21
50.6,47.7,0.78,70.0,32.9,20.3,27.4,0.22
50.3,48.3,0.78,74.9,27.4,21.0,25.3,0.25
47.1,49.4,0.78,65.7,28.9,21.8,24.9,0.24
48.9,49.8,0.79,73.5,24.6,18.1,16.9,0.2
48.9,48.5,0.76,67.9,30.9,18.5,27.6,0.2
48.1,50.2,0.81,68.4,27.8,21.4,29.1,0.3
49.2,49.6,0.77,68.0,30.6,19.1,21.6,0.21
50.6,52.9,0.76,71.8,26.9,19.0,22.0,0.24
45.9,48.8,0.8,68.4,24.6,20.4,24.4,0.19
48.3,46.5,0.76,70.1,29.3,17.9,26.3,0.19
48.7,51.2,0.76,67.9,28.5,20.9,23.4,0.25
46.2,46.8,0.77,66.9,28.1,21.0,15.3,0.18
46.9,49.9,0.78,65.8,27.9,18.1,20.0,0.15
45.7,49.7,0.76,71.6,20.1,17.0,21.7,0.17
49.4,48.3,0.72,69.3,30.6,20.0,17.8,0.2
46.8,49.2,0.76,70.4,24.0,18.7,23.0,0.25
45.5,49.0,0.8,64.6,27.1,20.9,20.6,0.2
47.9,48.4,0.77,69.8,27.2,20.0,21.5,0.24
47.6,47.6,0.76,72.7,24.8,20.1,20.3,0.3
46.8,45.5,0.76,72.9,25.0,19.4,21.5,0.19
45.8,50.5,0.74,67.9,23.3,19.8,19.2,0.18
46.1,48.7,0.77,68.1,25.2,18.8,18.2,0.18
47.2,48.9,0.75,70.9,24.6,18.6,21.5,0.2
46.4,48.7,0.77,72.4,21.8,19.3,26.3,0.31
44.7,46.8,0.71,70.8,21.7,18.1,19.2,0.18
44.2,50.5,0.75,67.2,20.5,20.0,18.1,0.18
44.5,48.0,0.73,67.6,23.2,18.1,20.7,0.27
58.0,55.8,0.87,74.9,36.5,21.5,31.8,0.26
55.5,55.2,0.86,77.7,28.2,18.5,28.3,0.17
56.3,54.0,0.88,76.6,32.6,22.1,22.1,0.2
54.9,54.1,0.87,74.8,31.5,21.4,28.2,0.32
55.1,54.5,0.87,73.9,32.9,22.6,19.5,0.2
54.9,53.6,0.84,73.3,33.8,21.9,22.5,0.25
55.7,53.5,0.86,74.5,34.1,21.3,27.6,0.32
56.3,52.5,0.85,77.3,33.0,20.1,25.5,0.27
54.2,53.1,0.83,72.6,33.5,19.6,21.3,0.16
53.7,53.5,0.85,74.5,29.6,22.6,28.8,0.23
55.2,51.3,0.85,73.2,36.2,22.6,27.0,0.29
52.7,51.1,0.84,74.4,30.0,23.9,27.0,0.26
52.3,52.8,0.79,71.5,31.0,20.6,21.9,0.29
55.2,52.3,0.81,75.9,32.5,23.4,26.3,0.28
52.3,53.6,0.82,70.6,31.3,21.4,24.0,0.24
53.2,48.9,0.79,72.9,34.4,21.7,23.2,0.26
51.1,51.0,0.79,72.1,29.1,21.2,21.2,0.2
50.9,51.8,0.83,72.2,28.0,18.7,21.4,0.2
54.0,51.4,0.82,74.0,32.9,20.6,17.7,0.24
53.9,50.8,0.83,74.8,32.2,19.8,22.1,0.25
52.6,50.0,0.81,74.8,30.4,19.5,18.3,0.2
51.1,50.4,0.82,71.1,30.9,21.1,27.2,0.26
53.0,51.7,0.81,74.0,30.5,18.7,21.8,0.24
50.5,52.5,0.82,74.0,24.7,21.6,28.8,0.3
51.8,51.9,0.8,73.0,29.0,18.7,23.8,0.25
51.1,48.8,0.82,70.0,33.2,19.5,25.2,0.16
51.3,49.7,0.83,72.8,30.0,20.5,26.7,0.26
53.1,54.0,0.78,71.8,31.4,18.4,29.2,0.2
51.5,50.6,0.79,73.3,29.0,21.6,26.6,0.34
51.5,50.8,0.83,71.5,30.8,22.6,26.1,0.2
51.7,48.5,0.8,73.6,31.2,20.2,20.6,0.19
52.4,50.0,0.81,74.4,30.3,19.8,22.2,0.2
51.7,50.1,0.78,73.9,29.3,20.0,26.4,0.26
51.9,48.3,0.82,73.8,31.5,22.0,25.0,0.29
52.1,50.2,0.81,75.0,29.2,22.2,31.3,0.24
50.7,50.2,0.81,72.0,29.2,22.0,21.7,0.2
51.8,51.1,0.78,72.1,30.5,21.2,28.6,0.25
49.2,50.3,0.79,70.5,27.6,18.6,20.2,0.2
51.0,53.1,0.81,70.9,28.3,16.7,21.2,0.15
49.6,48.8,0.8,67.8,32.3,20.1,16.3,0.17
49.5,51.8,0.8,66.7,31.0,19.8,28.5,0.19
49.1,48.7,0.77,71.3,28.0,20.5,33.1,0.17
50.1,49.9,0.82,71.5,28.8,21.1,22.4,0.25
48.5,50.7,0.8,67.8,28.7,17.0,21.8,0.2
50.8,50.7,0.79,68.5,32.7,21.8,26.3,0.21
51.6,49.3,0.76,75.6,28.3,19.1,22.3,0.24
49.3,51.9,0.77,70.9,25.9,20.4,17.1,0.25
47.4,50.2,0.81,69.5,25.0,21.1,21.7,0.19
49.1,51.5,0.78,71.1,25.7,19.6,25.0,0.15
49.6,48.8,0.77,71.7,28.4,20.5,22.9,0.21
49.4,49.6,0.79,71.8,27.3,18.6,25.5,0.21
49.9,47.7,0.81,72.8,28.8,19.4,22.6,0.26
48.7,49.3,0.77,69.0,28.9,19.5,28.2,0.24
48.8,51.1,0.78,66.5,30.2,18.1,25.2,0.21
47.0,49.3,0.79,70.4,24.1,19.2,28.2,0.25
48.9,51.8,0.74,69.5,26.8,18.2,24.0,0.21
48.1,47.8,0.81,72.2,25.9,20.6,26.6,0.19
48.5,49.0,0.77,68.6,29.1,22.0,30.1,0.27
48.1,46.8,0.79,70.0,28.8,19.3,24.0,0.22
48.9,48.1,0.78,73.2,26.6,20.6,19.3,0.18
49.1,47.7,0.78,70.8,29.3,19.4,33.7,0.3
50.6,49.2,0.72,73.4,28.5,21.0,25.6,0.27
45.5,49.1,0.75,66.1,25.7,19.1,28.0,0.27
49.0,49.6,0.75,70.9,27.4,20.3,19.3,0.2
47.9,49.3,0.76,69.6,27.0,20.4,21.1,0.22
47.8,48.2,0.74,70.8,26.4,21.1,18.4,0.26
46.8,48.2,0.77,66.9,28.1,19.8,23.9,0.2
46.0,48.7,0.75,68.2,24.9,18.5,27.9,0.3
47.6,47.4,0.74,71.7,25.7,17.6,22.9,0.26
45.7,45.4,0.74,68.2,27.0,18.3,22.5,0.2
46.5,47.8,0.71,68.5,26.5,18.7,21.8,0.21
45.7,45.5,0.71,67.9,27.0,19.3,21.4,0.17
57.4,51.3,0.9,81.2,32.4,20.1,26.1,0.27
55.6,54.4,0.84,76.9,30.2,20.9,27.2,0.26
55.9,53.6,0.88,75.3,33.5,22.2,25.2,0.22
56.4,58.6,0.86,72.7,33.2,21.3,23.7,0.26
54.4,48.5,0.84,79.5,30.9,21.2,23.0,0.2
54.8,54.2,0.88,72.1,34.4,21.8,32.3,0.28
55.9,54.5,0.82,76.2,31.7,22.0,22.3,0.22
56.0,51.0,0.82,75.0,36.2,21.7,21.7,0.22
51.7,53.6,0.86,73.4,26.7,20.5,25.8,0.25
55.5,52.4,0.84,71.9,37.2,19.7,24.0,0.31
55.4,54.0,0.83,76.5,30.7,19.1,28.7,0.23
55.0,53.1,0.84,74.6,32.8,20.1,20.4,0.23
54.6,54.7,0.89,73.5,31.8,20.2,21.8,0.13
53.1,52.1,0.84,75.4,29.1,20.6,27.7,0.23
54.5,54.7,0.8,74.8,30.1,20.7,30.8,0.33
53.0,51.9,0.84,71.9,32.7,19.3,28.5,0.3
53.4,48.1,0.84,73.7,34.6,19.5,20.9,0.25
53.8,51.2,0.84,71.0,35.8,21.2,27.5,0.21
50.8,52.2,0.86,71.4,28.4,20.7,26.6,0.28
53.5,51.1,0.82,73.9,32.1,18.5,20.8,0.27
55.2,50.1,0.83,75.4,35.0,21.0,18.1,0.27
51.0,53.9,0.83,72.0,26.7,19.9,24.1,0.19
52.6,52.1,0.8,73.1,30.3,18.9,29.0,0.17
51.1,52.2,0.78,73.3,26.9,20.9,27.1,0.21
53.3,52.4,0.82,76.1,28.0,19.5,25.6,0.2
52.7,50.5,0.81,76.9,28.0,20.9,23.1,0.27
51.1,52.4,0.78,66.9,33.3,20.1,25.2,0.32
49.8,53.8,0.85,70.3,26.0,20.3,23.2,0.23
50.0,51.1,0.8,69.3,29.9,20.1,24.0,0.29
49.6,51.2,0.85,67.5,30.7,18.1,22.8,0.13
53.1,49.8,0.83,72.6,33.6,19.9,27.8,0.25
51.6,56.1,0.76,66.9,32.1,18.0,24.1,0.21
51.2,50.9,0.81,70.8,31.0,21.3,18.7,0.28
51.6,51.3,0.82,73.0,29.1,19.7,20.9,0.26
51.7,47.8,0.81,73.7,31.5,19.0,18.1,0.27
52.5,52.8,0.8,74.0,28.6,21.2,27.7,0.32
51.2,51.8,0.79,71.2,29.7,23.1,30.6,0.3
52.2,48.1,0.86,73.9,32.2,18.8,30.8,0.29
50.3,47.6,0.8,71.6,31.0,21.3,20.7,0.23
50.4,50.4,0.8,73.8,26.7,19.2,19.9,0.2
50.6,49.5,0.79,71.4,30.3,17.4,18.4,0.2
53.4,51.9,0.8,72.0,33.4,18.7,21.8,0.23
52.1,49.5,0.84,70.1,34.4,19.8,18.8,0.21
50.7,49.7,0.78,71.9,29.8,18.5,25.4,0.2
50.7,52.2,0.79,69.7,29.9,20.7,22.6,0.18
51.4,50.7,0.82,74.0,28.2,19.3,32.0,0.27
49.1,50.2,0.83,70.5,27.5,21.3,24.5,0.17
49.8,51.0,0.78,70.6,28.2,20.7,22.6,0.24
50.3,48.8,0.75,72.9,29.0,20.6,16.4,0.23
48.6,47.2,0.81,72.4,27.2,20.2,19.6,0.19
46.9,51.8,0.81,67.5,24.8,19.2,21.0,0.24
49.7,48.3,0.75,71.2,29.5,19.1,21.9,0.21
48.2,49.4,0.79,68.1,28.6,18.8,22.1,0.19
50.7,50.3,0.78,75.7,25.3,18.9,20.7,0.19
48.7,49.1,0.76,70.1,28.2,20.2,24.3,0.26
48.7,50.6,0.78,71.6,25.2,18.6,22.1,0.26
47.9,45.0,0.76,69.9,29.8,18.2,20.1,0.27
50.1,49.6,0.78,73.6,27.1,18.9,25.9,0.29
49.3,51.7,0.78,70.6,26.4,20.6,21.1,0.27
46.9,49.7,0.78,66.2,27.8,22.9,21.6,0.21
48.0,47.8,0.74,69.0,28.8,21.6,21.0,0.26
48.0,46.2,0.81,73.5,26.0,19.4,15.0,0.21
48.8,46.7,0.81,72.6,28.2,21.2,15.5,0.19
47.1,47.9,0.77,68.4,27.5,20.6,20.2,0.17
48.7,49.0,0.8,70.0,28.1,19.2,24.3,0.25
45.7,47.2,0.75,68.0,25.7,19.3,17.2,0.2
47.6,49.5,0.76,69.7,26.1,20.6,23.5,0.24
46.6,44.4,0.76,67.8,29.6,19.0,28.4,0.26
46.3,47.7,0.75,66.0,28.4,19.9,19.7,0.23
47.2,45.3,0.7,71.2,27.3,17.4,19.5,0.19
43.4,49.7,0.66,63.4,23.6,17.9,25.7,0.22
41.3,46.4,0.75,64.3,21.4,18.8,24.1,0.2
41.1,45.3,0.69,65.3,21.3,19.0,17.7,0.15
57.9,56.9,0.91,74.7,35.7,22.8,32.5,0.29
55.8,55.2,0.8,79.1,26.9,20.5,24.5,0.25
56.2,53.1,0.88,77.8,31.6,21.2,31.3,0.28
57.0,50.6,0.85,78.1,35.3,21.2,26.2,0.36
55.4,53.8,0.88,75.5,31.8,22.3,20.4,0.15
52.8,50.4,0.84,73.5,31.6,21.4,21.9,0.17
52.9,50.7,0.82,76.9,28.2,20.2,22.6,0.22
53.0,49.1,0.83,75.7,31.0,20.2,22.8,0.23
53.8,51.3,0.83,74.8,31.7,20.4,25.0,0.27
52.9,55.2,0.83,72.3,28.9,19.6,24.1,0.22
53.1,53.1,0.85,74.7,28.8,20.2,25.4,0.23
53.2,48.9,0.86,73.2,34.2,19.2,24.8,0.24
52.0,53.7,0.82,70.6,30.4,21.9,20.1,0.27
53.9,50.9,0.85,74.9,32.2,21.3,23.0,0.25
54.1,53.4,0.85,73.4,32.0,21.3,21.9,0.28
51.3,50.9,0.81,72.0,29.8,20.9,22.8,0.22
53.2,48.4,0.83,75.9,32.0,20.0,28.0,0.24
52.6,50.8,0.84,73.4,31.1,19.5,18.2,0.27
53.0,54.7,0.8,75.5,25.9,19.9,23.0,0.18
54.6,51.5,0.84,73.9,34.0,19.3,19.3,0.3
53.4,50.2,0.84,75.1,31.3,21.6,22.3,0.22
55.2,51.1,0.82,79.5,29.9,22.4,26.1,0.29
51.2,49.6,0.79,72.0,30.8,19.6,24.8,0.19
52.7,50.3,0.87,74.3,30.7,22.0,22.3,0.17
51.9,50.7,0.84,71.8,31.4,18.9,22.9,0.2
51.1,48.8,0.81,72.6,30.8,20.2,28.0,0.27
53.0,53.1,0.83,73.6,29.8,21.2,30.7,0.22
49.1,51.8,0.8,72.2,24.2,18.4,20.2,0.18
47.9,51.5,0.77,69.8,24.7,18.7,20.7,0.24
50.5,53.8,0.81,73.6,23.2,18.6,19.8,0.18
50.3,48.1,0.82,67.7,34.1,18.6,20.6,0.16
50.9,51.6,0.77,71.2,29.3,18.2,19.3,0.21
49.7,49.8,0.77,71.6,27.9,21.0,24.9,0.24
51.6,52.4,0.79,72.9,28.4,21.5,21.9,0.24
50.6,49.9,0.78,73.3,27.7,21.9,28.3,0.3
50.3,50.0,0.8,72.7,28.0,20.7,18.4,0.19
48.7,47.8,0.83,72.8,26.6,20.3,28.5,0.23
51.6,48.7,0.8,72.4,32.0,18.5,25.1,0.23
51.9,53.9,0.78,71.1,29.6,20.7,18.1,0.19
50.5,50.0,0.77,70.0,30.8,20.5,20.5,0.28
50.3,49.5,0.77,74.0,27.1,20.5,22.3,0.2
50.4,49.8,0.79,70.6,30.2,20.8,27.2,0.15
49.1,47.5,0.79,72.8,27.6,20.8,26.0,0.23
51.0,47.6,0.73,75.3,29.2,21.4,23.9,0.26
51.3,54.5,0.76,70.9,27.9,19.1,18.8,0.23
50.3,47.3,0.82,73.3,29.7,19.9,20.9,0.22
50.7,49.0,0.79,73.9,28.5,19.6,25.5,0.25
51.7,50.7,0.77,74.1,28.7,19.0,24.8,0.27
50.4,51.7,0.8,71.8,27.3,17.4,25.3,0.31
48.3,50.5,0.78,70.9,25.3,18.3,20.3,0.16
48.6,46.4,0.75,70.2,29.8,21.2,24.6,0.28
48.6,51.9,0.77,69.4,26.3,19.5,17.9,0.25
49.7,51.1,0.81,71.7,27.0,19.9,18.7,0.19
49.2,48.0,0.8,67.4,32.5,22.9,26.3,0.21
48.8,49.0,0.79,70.8,27.7,17.3,18.8,0.25
49.6,48.9,0.8,71.1,29.0,20.6,23.3,0.22
49.9,48.1,0.79,74.7,26.9,19.9,21.3,0.24
48.1,50.3,0.78,69.6,26.4,19.7,22.6,0.3
50.1,49.1,0.8,70.9,30.1,20.9,21.1,0.24
50.8,51.3,0.77,71.3,29.2,18.8,22.7,0.2
47.6,46.9,0.83,72.5,25.4,20.1,18.4,0.13
47.8,49.3,0.76,71.5,24.8,20.8,19.4,0.24
48.5,46.7,0.75,73.7,26.4,19.5,24.2,0.26
48.4,48.5,0.75,66.9,31.0,21.8,20.8,0.21
47.9,48.7,0.78,71.4,25.4,19.0,19.8,0.24
46.0,50.7,0.79,65.4,25.9,20.6,24.2,0.18
48.4,48.2,0.72,70.6,27.8,18.8,28.2,0.25
47.5,43.9,0.76,73.9,26.4,17.8,22.0,0.18
44.1,48.5,0.81,67.4,22.2,17.4,21.8,0.22
48.3,49.0,0.77,69.2,28.3,17.2,22.7,0.21
47.3,48.0,0.72,69.4,26.9,18.2,23.3,0.2
48.9,49.4,0.76,72.9,25.4,17.9,31.4,0.31
45.3,47.2,0.7,68.6,24.3,16.9,20.6,0.21
58.5,52.2,0.91,83.3,31.3,21.4,28.2,0.27
59.2,57.4,0.91,82.1,28.3,21.8,27.7,0.2
57.9,52.2,0.86,78.8,35.1,22.1,26.5,0.21
56.6,52.1,0.87,77.6,33.8,23.0,22.0,0.27
55.3,51.8,0.89,73.5,35.8,21.5,16.7,0.25
55.9,51.4,0.86,77.2,33.2,21.7,20.7,0.28
56.6,56.8,0.86,75.8,31.6,21.2,31.4,0.33
55.1,50.1,0.86,75.4,34.8,22.5,26.5,0.29
54.8,51.7,0.84,72.9,35.5,21.6,33.7,0.21
51.8,48.4,0.89,72.3,32.6,20.4,22.5,0.21
54.2,51.7,0.87,78.9,27.9,21.8,20.4,0.19
52.7,53.9,0.77,72.0,30.3,18.8,28.4,0.26
52.5,54.7,0.83,73.2,27.7,18.8,17.6,0.19
54.4,52.3,0.79,75.9,30.9,18.1,25.6,0.24
53.6,49.7,0.82,75.2,32.1,21.2,25.5,0.25
52.0,50.7,0.8,73.8,29.5,20.4,21.7,0.18
50.9,51.4,0.84,68.6,32.2,23.2,23.5,0.23
52.8,50.8,0.84,73.4,31.5,21.4,31.0,0.26
53.0,50.4,0.85,69.6,36.1,21.0,24.3,0.17
52.2,50.2,0.8,73.8,30.3,20.9,21.9,0.2
54.1,49.8,0.77,74.1,34.4,18.3,21.0,0.19
50.8,49.2,0.84,73.7,28.5,19.6,23.0,0.27
51.4,55.1,0.83,67.9,31.1,20.8,25.5,0.25
48.9,52.0,0.78,68.1,28.3,18.3,25.1,0.25
52.3,48.7,0.79,73.1,32.8,20.4,19.7,0.19
50.7,49.6,0.82,71.1,30.6,17.6,23.1,0.17
52.0,52.7,0.8,70.8,31.0,20.5,22.7,0.3
51.4,50.1,0.82,74.2,28.5,20.3,18.8,0.19
51.8,51.2,0.76,69.9,32.9,21.5,21.8,0.23
50.1,51.0,0.81,68.5,31.0,17.5,18.5,0.16
48.8,48.1,0.81,71.7,27.6,19.4,21.8,0.23
53.3,50.7,0.83,70.6,35.4,19.2,22.2,0.26
48.6,49.2,0.83,71.2,26.8,20.8,22.2,0.17
51.1,51.2,0.79,73.9,27.3,22.3,28.2,0.31
46.9,50.6,0.85,67.3,26.2,17.0,22.5,0.27
48.1,48.1,0.79,72.2,25.5,20.1,19.3,0.16
51.0,48.8,0.81,74.4,28.7,18.5,23.3,0.3
50.3,49.2,0.78,70.1,30.9,20.8,24.0,0.27
52.8,50.4,0.75,74.7,30.3,20.2,20.7,0.18
48.4,49.1,0.79,71.0,26.7,21.9,20.5,0.21
48.4,48.6,0.82,70.4,27.6,21.0,24.7,0.21
47.6,50.3,0.75,70.0,25.0,19.2,21.8,0.26
49.7,49.9,0.81,69.2,30.4,17.8,27.2,0.33
49.1,50.4,0.74,68.0,29.9,18.9,16.3,0.21
48.9,50.2,0.73,72.3,25.4,19.2,24.6,0.23
46.5,47.7,0.77,68.1,26.9,18.8,20.5,0.21
46.2,44.0,0.75,73.2,24.6,14.8,22.6,0.14
43.2,44.3,0.77,67.5,23.8,17.5,16.7,0.19
44.8,45.9,0.76,66.2,26.7,18.2,22.7,0.2
47.1,45.4,0.71,72.8,25.8,16.7,30.0,0.31
59.9,59.0,0.92,77.7,34.4,22.6,33.4,0.32
57.8,54.2,0.85,81.2,30.3,21.6,22.7,0.22
56.2,51.9,0.87,74.1,37.1,19.2,27.0,0.16
55.6,52.3,0.87,74.2,35.1,21.0,24.5,0.22
53.5,53.3,0.85,70.0,34.5,21.5,28.0,0.25
54.9,53.7,0.82,73.8,33.1,20.8,27.0,0.29
52.9,53.4,0.81,73.2,29.8,19.1,28.6,0.25
54.5,55.8,0.82,74.2,29.7,19.0,21.8,0.19
53.9,51.4,0.81,74.1,32.7,22.4,26.3,0.25
53.9,53.0,0.85,71.0,34.7,20.5,28.2,0.32
53.8,53.1,0.84,73.0,32.0,23.1,16.4,0.14
49.3,55.5,0.84,66.4,28.0,20.4,22.8,0.19
53.0,53.2,0.81,75.1,27.9,18.6,19.4,0.24
52.0,53.4,0.82,72.9,27.9,21.7,19.2,0.17
52.3,51.4,0.85,73.0,30.4,20.0,17.5,0.25
50.6,49.5,0.79,71.2,30.4,19.5,21.4,0.19
50.7,49.5,0.81,73.5,28.5,19.5,19.9,0.22
54.0,51.4,0.81,74.9,31.9,20.7,20.4,0.21
50.3,48.8,0.79,71.8,29.9,20.0,20.8,0.19
49.0,52.0,0.78,66.0,30.6,19.1,21.3,0.27
50.8,48.8,0.76,73.7,29.0,21.8,21.4,0.17
51.6,49.3,0.8,75.0,28.8,19.3,24.5,0.25
49.4,48.7,0.75,74.1,26.0,19.6,18.9,0.21
51.5,48.9,0.85,73.6,30.3,19.5,18.1,0.22
47.9,48.6,0.79,72.6,24.6,20.9,20.6,0.18
48.9,49.9,0.76,67.1,30.7,20.5,24.7,0.23
47.9,50.0,0.75,69.5,26.2,19.0,23.0,0.25
48.9,46.6,0.76,72.4,28.4,18.7,26.0,0.16
47.1,45.9,0.73,71.6,26.3,20.5,18.4,0.15
44.8,48.0,0.74,68.3,23.0,19.5,26.1,0.18
46.3,44.6,0.76,67.6,29.0,19.2,22.1,0.23
44.5,47.1,0.72,67.6,23.9,20.2,24.0,0.29
44.3,46.4,0.73,68.4,23.2,18.7,26.8,0.2
47.5,42.4,0.73,68.8,31.7,17.9,16.6,0.19
40.9,47.7,0.7,65.9,18.2,20.6,25.8,0.19
55.1,52.0,0.8,74.9,33.7,20.5,23.8,0.2
55.3,55.1,0.81,77.1,29.1,21.7,24.7,0.25
56.0,50.9,0.84,77.4,34.1,21.9,18.6,0.2
52.7,52.9,0.85,72.2,30.9,19.5,26.5,0.27
54.6,51.8,0.86,74.9,32.9,23.8,16.5,0.22
54.2,54.4,0.86,75.2,29.5,24.8,20.4,0.28
51.3,49.4,0.84,72.0,31.0,20.0,23.7,0.23
54.3,55.4,0.81,76.0,27.3,22.2,29.2,0.33
52.2,53.2,0.81,71.8,29.9,20.1,22.7,0.21
52.4,51.6,0.86,73.0,30.1,20.3,24.5,0.2
52.2,50.6,0.82,70.6,33.3,18.5,24.3,0.23
53.4,53.4,0.8,73.6,30.5,19.3,25.3,0.23
52.4,50.5,0.82,73.7,30.8,22.1,21.9,0.23
52.9,50.1,0.82,73.9,31.7,19.1,28.8,0.22
52.2,51.8,0.84,75.6,27.1,21.8,18.7,0.21
50.9,50.3,0.8,73.1,28.5,18.1,21.4,0.21
50.1,50.4,0.78,71.7,28.2,18.9,20.6,0.22
51.8,53.5,0.78,71.1,29.6,20.2,25.1,0.26
51.7,53.2,0.78,70.9,29.8,19.9,26.0,0.23
51.7,51.2,0.79,74.0,28.1,19.8,22.7,0.22
51.9,50.0,0.79,71.9,31.9,18.1,19.2,0.22
51.8,51.0,0.8,73.9,28.9,20.5,28.1,0.26
52.0,52.1,0.78,73.2,29.0,22.1,23.4,0.26
49.5,49.3,0.81,69.6,29.8,20.8,29.3,0.24
50.1,52.0,0.79,70.7,27.7,23.4,24.2,0.25
50.2,50.3,0.83,72.3,27.8,20.6,26.9,0.16
48.6,49.5,0.77,70.0,27.4,19.8,18.5,0.24
48.6,48.6,0.79,69.8,28.6,19.1,18.9,0.24
51.5,49.8,0.78,73.8,29.5,19.3,25.3,0.2
49.0,47.5,0.76,71.7,28.5,18.3,19.1,0.21
48.1,48.7,0.79,72.2,25.4,19.5,18.2,0.26
48.3,50.5,0.77,70.0,26.3,20.0,22.4,0.2
48.5,51.6,0.8,68.0,27.7,19.2,28.7,0.23
48.5,49.8,0.77,66.7,30.5,19.6,23.4,0.2
50.0,46.7,0.75,68.7,33.8,19.4,21.4,0.2
49.1,51.8,0.77,70.3,26.5,17.5,21.0,0.21
48.8,46.0,0.78,70.5,30.4,19.5,17.3,0.2
46.2,47.4,0.8,68.2,26.3,19.8,15.3,0.14
47.3,45.8,0.8,69.4,28.5,19.2,22.9,0.18
44.2,46.0,0.78,66.4,25.4,18.3,18.1,0.2
46.1,47.2,0.69,67.6,26.7,17.3,26.3,0.28
55.7,55.9,0.85,75.3,30.8,21.5,24.1,0.19
